booking_id,e_id,customer_id,num_tickets,price,booking_date,booking_time,booking_label
139,1205,289,8,160,2017-01-22,08:01:00,YES
140,1299,346,10,500,2017-05-26,12:18:00,YES
141,944,273,6,180,2017-07-16,02:16:00,YES
142,324,601,5,100,2017-07-12,13:52:00,YES
143,280,733,9,225,2017-05-17,17:16:00,YES
144,253,801,4,160,2017-01-16,14:39:00,YES
145,1123,940,8,160,2017-06-21,08:22:00,YES
146,422,203,4,200,2017-05-26,14:00:00,YES
147,1546,379,8,320,2017-05-13,22:15:00,YES
148,423,337,7,245,2017-06-18,06:09:00,YES
149,1458,735,8,240,2017-02-09,09:19:00,YES
150,1118,616,10,400,2017-06-28,00:33:00,YES
151,532,146,1,35,2017-04-07,07:58:00,YES
152,1111,27,1,20,2017-01-20,02:56:00,YES
153,436,68,10,300,2017-04-25,13:22:00,YES
154,1744,192,10,350,2017-01-04,18:28:00,YES
155,1736,194,6,180,2017-06-24,11:29:00,YES
156,1995,655,6,300,2017-02-07,13:44:00,YES
157,1023,920,5,175,2017-05-16,12:30:00,YES
158,1216,847,1,40,2017-01-03,15:31:00,YES
159,1943,636,6,180,2017-05-17,00:33:00,YES
160,1935,827,2,50,2017-02-02,06:36:00,YES
161,1324,759,6,180,2017-07-31,06:37:00,YES
162,569,348,5,225,2017-03-15,18:59:00,YES
163,411,899,1,50,2017-01-12,08:30:00,YES
164,1806,46,5,250,2017-06-05,08:35:00,YES
165,354,965,9,270,2017-06-30,16:28:00,YES
166,296,864,4,120,2017-04-24,18:34:00,YES
167,654,435,7,210,2017-01-09,07:16:00,YES
168,1031,48,4,160,2017-01-24,21:25:00,YES
169,330,858,9,270,2017-04-20,03:10:00,YES
170,1057,217,3,135,2017-03-21,20:52:00,YES
171,936,625,6,150,2017-07-23,08:24:00,YES
172,985,713,5,175,2017-01-31,13:33:00,YES
173,1906,211,8,200,2017-06-16,06:02:00,YES
174,975,316,7,210,2017-07-31,14:50:00,YES
175,807,544,7,210,2017-05-04,07:57:00,YES
176,305,957,9,180,2017-04-08,09:54:00,YES
177,1529,540,3,150,2017-05-29,07:47:00,YES
178,1183,692,2,90,2017-02-24,03:06:00,YES
179,679,95,5,175,2017-06-04,06:29:00,YES
180,116,874,7,350,2017-02-17,03:17:00,YES
181,1883,749,9,405,2017-07-20,20:55:00,YES
182,1631,744,1,20,2017-07-25,00:10:00,YES
183,298,388,8,360,2017-04-13,11:21:00,YES
184,606,216,6,210,2017-05-17,04:10:00,YES
185,1167,905,10,350,2017-04-07,19:37:00,YES
186,972,35,3,75,2017-07-29,05:23:00,YES
187,695,18,4,100,2017-03-19,07:01:00,YES
188,1396,343,1,20,2017-05-22,15:42:00,YES
189,1137,84,5,225,2017-04-22,17:40:00,YES
190,1238,722,7,350,2017-03-26,00:22:00,YES
191,922,305,1,40,2017-06-02,15:01:00,YES
192,669,406,8,360,2017-07-06,09:24:00,YES
193,780,425,1,45,2017-05-09,10:37:00,YES
194,1274,908,2,50,2017-05-20,18:15:00,YES
195,959,586,8,200,2017-04-10,21:10:00,YES
196,900,940,10,400,2017-02-26,08:21:00,YES
197,100,930,7,280,2017-06-23,02:56:00,YES
198,1683,7,5,150,2017-05-01,13:24:00,YES
199,1733,64,7,315,2017-03-25,16:13:00,YES
200,741,53,4,100,2017-01-10,07:45:00,YES
201,645,773,7,350,2017-03-16,02:26:00,YES
202,1782,738,2,50,2017-01-27,05:55:00,YES
203,1148,829,10,200,2017-01-31,07:09:00,YES
204,290,912,6,240,2017-06-26,14:09:00,YES
205,12,590,7,280,2017-07-25,22:14:00,YES
206,1725,646,6,270,2017-04-09,09:52:00,YES
207,1349,993,5,200,2017-02-18,05:32:00,YES
208,1983,450,8,200,2017-02-19,06:44:00,YES
209,1474,740,9,405,2017-06-11,17:05:00,YES
210,1882,501,9,405,2017-06-05,16:32:00,YES
211,50,513,3,90,2017-05-22,19:44:00,YES
212,490,164,9,360,2017-03-20,15:53:00,YES
213,313,34,4,100,2017-06-12,05:17:00,YES
214,863,282,2,50,2017-03-21,03:25:00,YES
215,1307,830,5,200,2017-05-02,21:25:00,YES
216,1981,99,9,405,2017-01-02,20:51:00,YES
217,1813,11,9,360,2017-06-07,14:33:00,YES
218,354,151,3,90,2017-03-20,20:27:00,YES
219,322,364,8,200,2017-01-12,08:38:00,YES
220,1498,508,2,80,2017-03-28,22:45:00,YES
221,159,365,10,200,2017-07-25,18:23:00,YES
222,1074,724,8,400,2017-01-08,22:55:00,YES
223,74,722,8,160,2017-06-26,12:13:00,YES
224,1256,949,1,25,2017-03-24,18:25:00,YES
225,870,849,9,360,2017-03-02,14:17:00,YES
226,1083,173,7,315,2017-05-30,15:59:00,YES
227,453,400,6,150,2017-02-24,14:41:00,YES
228,259,48,2,60,2017-01-20,20:44:00,YES
229,318,224,2,80,2017-02-26,13:28:00,YES
230,1453,270,1,40,2017-05-30,03:51:00,YES
231,1144,867,9,180,2017-05-17,03:16:00,YES
232,1292,439,2,60,2017-05-28,05:24:00,YES
233,1840,838,10,450,2017-07-21,03:10:00,YES
234,1249,420,6,300,2017-05-24,23:01:00,YES
235,1398,363,1,45,2017-07-17,21:34:00,YES
236,438,284,6,270,2017-03-18,07:13:00,YES
237,1854,161,6,180,2017-04-07,04:00:00,YES
238,518,598,8,320,2017-05-20,10:55:00,YES
239,1047,528,6,120,2017-05-07,01:07:00,YES
240,294,659,3,150,2017-04-25,10:39:00,YES
241,570,858,3,75,2017-01-27,03:04:00,YES
242,1364,516,10,300,2017-04-11,23:26:00,YES
243,340,539,2,70,2017-06-03,01:52:00,YES
244,1133,561,9,360,2017-01-29,02:28:00,YES
245,548,626,7,210,2017-06-22,01:23:00,YES
246,923,899,4,140,2017-03-06,12:57:00,YES
247,116,789,8,400,2017-06-11,01:48:00,YES
248,1369,984,9,180,2017-05-20,19:22:00,YES
249,1506,68,7,280,2017-03-23,06:39:00,YES
250,1201,104,1,35,2017-03-29,04:02:00,YES
251,1266,515,1,50,2017-01-29,23:54:00,YES
252,642,860,2,70,2017-04-30,13:57:00,YES
253,1417,106,3,135,2017-03-16,00:12:00,YES
254,1979,402,7,210,2017-05-01,18:16:00,YES
255,1840,49,5,225,2017-06-18,23:19:00,YES
256,660,636,3,60,2017-05-31,19:06:00,YES
257,213,315,10,250,2017-03-13,10:29:00,YES
258,317,615,6,120,2017-07-27,17:26:00,YES
259,391,689,1,20,2017-05-04,20:21:00,YES
260,1038,884,6,210,2017-01-09,20:02:00,YES
261,222,554,10,200,2017-05-05,03:20:00,YES
262,267,121,6,300,2017-01-23,14:18:00,YES
263,241,179,5,225,2017-02-16,12:47:00,YES
264,1110,175,1,20,2017-04-23,01:57:00,YES
265,1266,945,6,300,2017-03-26,21:42:00,YES
266,44,834,8,200,2017-06-04,14:52:00,YES
267,1132,931,9,180,2017-01-03,16:12:00,YES
268,1115,164,5,200,2017-06-16,13:49:00,YES
269,987,66,6,120,2017-05-06,15:38:00,YES
270,1058,706,6,270,2017-01-16,12:18:00,YES
271,551,382,6,120,2017-04-12,12:01:00,YES
272,1284,267,7,315,2017-06-16,00:41:00,YES
273,43,788,5,125,2017-04-03,12:07:00,YES
274,507,767,3,105,2017-06-15,20:40:00,YES
275,809,537,8,360,2017-04-08,01:07:00,YES
276,756,248,5,100,2017-04-12,15:02:00,YES
277,246,479,4,80,2017-03-12,06:31:00,YES
278,1380,896,3,150,2017-04-22,14:02:00,YES
279,1360,579,3,150,2017-03-25,15:23:00,YES
280,1655,584,5,150,2017-06-21,05:09:00,YES
281,570,40,10,250,2017-05-01,19:29:00,YES
282,1243,849,1,35,2017-03-26,05:18:00,YES
283,607,266,2,80,2017-05-07,21:22:00,YES
284,1631,140,9,180,2017-06-30,14:14:00,YES
285,1444,288,4,200,2017-04-03,02:27:00,YES
286,1180,381,10,500,2017-07-04,11:51:00,YES
287,1082,708,3,150,2017-02-25,21:44:00,YES
288,628,890,3,120,2017-01-27,08:52:00,YES
289,1375,191,8,360,2017-01-13,16:55:00,YES
290,1778,123,1,25,2017-06-28,23:27:00,YES
291,1028,632,10,250,2017-06-25,23:40:00,YES
292,282,697,4,80,2017-03-26,04:31:00,YES
293,1696,460,9,315,2017-02-13,10:12:00,YES
294,338,517,4,120,2017-01-27,21:06:00,YES
295,219,575,5,100,2017-07-06,23:08:00,YES
296,1542,199,1,20,2017-02-10,11:35:00,YES
297,1048,435,6,300,2017-01-10,23:05:00,YES
298,1383,33,3,120,2017-07-23,17:23:00,YES
299,619,941,6,180,2017-05-12,10:09:00,YES
300,514,79,10,500,2017-07-02,12:41:00,YES
301,501,778,2,80,2017-02-21,06:20:00,YES
302,733,1,2,60,2017-04-02,16:38:00,YES
303,1528,377,9,315,2017-01-22,11:16:00,YES
304,1485,274,5,100,2017-07-01,11:21:00,YES
305,1613,407,10,250,2017-01-04,15:13:00,YES
306,102,906,8,360,2017-02-19,07:34:00,YES
307,651,530,8,240,2017-02-04,19:03:00,YES
308,859,954,7,280,2017-05-29,18:26:00,YES
309,950,281,9,315,2017-03-03,17:28:00,YES
310,459,874,6,120,2017-06-28,08:14:00,YES
311,1954,971,6,270,2017-02-18,17:36:00,YES
312,1554,588,4,200,2017-05-15,08:03:00,YES
313,1392,398,5,200,2017-04-03,08:22:00,YES
314,1566,242,4,200,2017-06-01,20:46:00,YES
315,1111,327,3,60,2017-01-10,11:51:00,YES
316,1725,437,10,450,2017-06-29,22:22:00,YES
317,39,135,2,40,2017-06-20,05:30:00,YES
318,281,650,8,320,2017-06-29,00:18:00,YES
319,1494,13,3,75,2017-06-07,01:24:00,YES
320,90,333,8,240,2017-01-24,09:59:00,YES
321,1206,379,5,125,2017-07-23,21:46:00,YES
322,575,508,10,500,2017-01-11,14:22:00,YES
323,216,24,8,400,2017-06-29,17:26:00,YES
324,983,775,9,180,2017-07-18,00:59:00,YES
325,786,970,5,250,2017-02-21,13:48:00,YES
326,1423,57,3,60,2017-02-14,16:33:00,YES
327,183,850,2,70,2017-07-31,18:39:00,YES
328,1037,186,7,210,2017-07-07,17:59:00,YES
329,1013,559,5,225,2017-02-20,16:31:00,YES
330,1119,965,5,100,2017-03-08,05:06:00,YES
331,1868,585,10,450,2017-01-16,14:18:00,YES
332,517,503,8,160,2017-03-11,13:19:00,YES
333,1199,572,9,225,2017-04-06,20:07:00,YES
334,433,192,10,400,2017-03-15,08:52:00,YES
335,954,767,3,60,2017-03-02,11:18:00,YES
336,201,101,6,180,2017-05-05,02:48:00,YES
337,165,195,6,300,2017-03-19,12:57:00,YES
338,538,200,1,40,2017-02-24,20:32:00,YES
339,553,379,6,270,2017-02-20,15:10:00,YES
340,404,320,3,120,2017-04-23,19:44:00,YES
341,1907,532,1,35,2017-02-03,06:36:00,YES
342,1516,105,6,150,2017-05-18,05:50:00,YES
343,1509,89,10,300,2017-04-26,11:29:00,YES
344,1687,351,9,270,2017-04-04,13:55:00,YES
345,1124,794,10,200,2017-05-01,13:11:00,YES
346,324,972,3,60,2017-01-10,11:41:00,YES
347,853,171,7,315,2017-01-19,17:35:00,YES
348,1048,787,8,400,2017-04-11,09:05:00,YES
349,326,70,3,120,2017-01-24,19:15:00,YES
350,1107,289,3,60,2017-02-16,07:59:00,YES
351,1763,580,7,350,2017-05-21,04:40:00,YES
352,374,134,4,120,2017-04-18,00:34:00,YES
353,558,703,10,200,2017-01-11,22:08:00,YES
354,50,132,5,150,2017-01-14,11:31:00,YES
355,956,799,2,60,2017-06-04,23:32:00,YES
356,1230,658,4,100,2017-01-19,05:41:00,YES
357,510,237,9,180,2017-05-24,19:42:00,YES
358,374,787,5,150,2017-01-04,15:36:00,YES
359,979,458,4,140,2017-02-05,06:53:00,YES
360,50,294,3,90,2017-06-25,19:58:00,YES
361,637,62,3,90,2017-01-22,14:08:00,YES
362,1176,593,9,315,2017-02-25,16:18:00,YES
363,1524,499,6,300,2017-07-06,22:27:00,YES
364,660,615,5,100,2017-04-15,01:43:00,YES
365,1931,813,7,245,2017-02-02,20:54:00,YES
366,791,528,7,280,2017-02-18,13:09:00,YES
367,525,409,7,350,2017-02-22,16:32:00,YES
368,1179,519,10,350,2017-07-08,22:46:00,YES
369,1473,387,6,180,2017-05-11,19:18:00,YES
370,763,545,3,60,2017-07-30,20:26:00,YES
371,1836,214,3,120,2017-04-30,11:31:00,YES
372,293,231,2,70,2017-07-01,21:10:00,YES
373,72,932,2,60,2017-07-13,21:34:00,YES
374,612,665,1,40,2017-07-05,11:19:00,YES
375,1803,245,1,20,2017-05-02,13:31:00,YES
376,53,268,10,400,2017-05-24,08:59:00,YES
377,478,330,2,50,2017-06-07,20:14:00,YES
378,1878,897,3,60,2017-05-09,02:23:00,YES
379,439,725,6,240,2017-05-07,02:33:00,YES
380,1198,801,7,175,2017-02-15,00:49:00,YES
381,1311,384,9,405,2017-01-10,09:21:00,YES
382,1109,149,1,40,2017-04-23,21:33:00,YES
383,80,903,1,25,2017-07-04,18:55:00,YES
384,1881,639,4,180,2017-07-21,20:59:00,YES
385,266,522,5,100,2017-04-04,00:16:00,YES
386,993,341,7,315,2017-07-11,09:43:00,YES
387,161,976,7,315,2017-01-18,09:24:00,YES
388,35,958,1,45,2017-01-10,08:22:00,YES
389,1973,405,6,120,2017-02-20,19:32:00,YES
390,957,766,4,100,2017-06-30,04:23:00,YES
391,849,456,8,200,2017-07-06,11:05:00,YES
392,1591,9,3,90,2017-06-27,13:26:00,YES
393,1476,425,7,140,2017-07-02,19:00:00,YES
394,1990,530,4,180,2017-06-10,01:18:00,YES
395,1006,735,1,45,2017-02-20,01:41:00,YES
396,27,927,4,80,2017-02-08,13:04:00,YES
397,1589,946,1,50,2017-06-07,03:41:00,YES
398,498,41,7,175,2017-06-09,21:32:00,YES
399,1031,938,4,160,2017-04-27,01:49:00,YES
400,1325,456,3,150,2017-04-30,20:22:00,YES
401,262,774,6,210,2017-07-30,06:42:00,YES
402,1194,887,10,300,2017-07-03,01:35:00,YES
403,208,804,1,40,2017-03-02,05:29:00,YES
404,1134,699,7,175,2017-07-06,05:04:00,YES
405,667,305,4,200,2017-04-21,09:00:00,YES
406,1337,775,9,225,2017-01-23,12:09:00,YES
407,790,837,4,140,2017-05-02,16:08:00,YES
408,1989,926,8,400,2017-01-25,19:01:00,YES
409,922,460,8,320,2017-04-06,01:38:00,YES
410,1804,576,4,140,2017-01-12,17:22:00,YES
411,1808,275,5,250,2017-07-07,06:49:00,YES
412,868,852,7,245,2017-07-27,18:12:00,YES
413,885,917,10,400,2017-03-08,09:06:00,YES
414,962,647,5,250,2017-07-29,22:52:00,YES
415,176,416,8,200,2017-03-17,00:02:00,YES
416,1929,714,1,20,2017-07-16,15:29:00,YES
417,790,835,2,70,2017-07-20,22:11:00,YES
418,1786,406,4,80,2017-02-12,03:31:00,YES
419,638,92,1,30,2017-07-11,23:52:00,YES
420,1369,296,5,100,2017-05-20,06:18:00,YES
421,886,477,8,160,2017-01-20,03:28:00,YES
422,1268,766,9,405,2017-07-30,01:46:00,YES
423,836,338,8,400,2017-01-29,03:08:00,YES
424,687,341,8,360,2017-05-17,14:40:00,YES
425,1495,22,4,120,2017-06-08,16:44:00,YES
426,462,97,1,35,2017-03-07,14:38:00,YES
427,1751,352,4,80,2017-05-27,23:59:00,YES
428,384,646,7,315,2017-05-20,04:43:00,YES
429,1830,745,8,360,2017-02-03,13:52:00,YES
430,1336,36,8,280,2017-03-06,00:14:00,YES
431,1009,942,4,100,2017-05-07,22:57:00,YES
432,1956,279,4,160,2017-07-20,03:54:00,YES
433,1672,862,3,75,2017-06-02,13:16:00,YES
434,947,611,7,350,2017-03-12,07:27:00,YES
435,796,864,5,125,2017-02-27,09:24:00,YES
436,207,86,1,25,2017-04-08,23:12:00,YES
437,1950,273,2,60,2017-02-11,01:01:00,YES
438,968,343,4,180,2017-05-28,05:14:00,YES
439,1135,332,8,200,2017-01-20,09:32:00,YES
440,858,73,10,250,2017-01-15,07:08:00,YES
441,774,654,3,90,2017-06-01,10:44:00,YES
442,1958,546,3,150,2017-02-27,20:05:00,YES
443,1889,103,1,50,2017-05-18,13:15:00,YES
444,606,212,3,105,2017-05-04,17:08:00,YES
445,1519,953,8,240,2017-07-02,18:59:00,YES
446,1442,334,2,50,2017-07-02,11:12:00,YES
447,1541,429,10,400,2017-04-28,09:58:00,YES
448,627,652,6,120,2017-06-08,12:42:00,YES
449,1046,787,2,50,2017-05-02,10:18:00,YES
450,1055,965,5,100,2017-07-14,05:07:00,YES
451,755,727,3,120,2017-04-24,14:46:00,YES
452,1255,767,6,210,2017-04-06,15:44:00,YES
453,1504,605,6,270,2017-06-05,09:45:00,YES
454,458,771,8,280,2017-06-01,19:07:00,YES
455,181,249,1,20,2017-04-04,19:18:00,YES
456,1917,109,10,450,2017-03-26,07:25:00,YES
457,1373,942,9,225,2017-01-22,13:58:00,YES
458,1703,530,5,100,2017-01-21,21:30:00,YES
459,1345,251,6,150,2017-02-22,19:15:00,YES
460,1228,772,2,50,2017-04-21,10:58:00,YES
461,1515,657,9,270,2017-01-08,05:04:00,YES
462,1507,156,4,100,2017-07-11,20:54:00,YES
463,1863,850,4,120,2017-03-06,18:10:00,YES
464,329,198,2,50,2017-07-23,14:03:00,YES
465,665,674,5,100,2017-04-14,15:25:00,YES
466,16,589,4,140,2017-07-31,10:40:00,YES
467,1812,538,7,350,2017-03-31,01:20:00,YES
468,1809,323,4,180,2017-06-25,12:47:00,YES
469,1950,775,9,270,2017-02-19,22:17:00,YES
470,763,433,5,100,2017-03-22,22:46:00,YES
471,55,318,2,60,2017-05-01,00:06:00,YES
472,113,157,5,100,2017-06-06,10:01:00,YES
473,914,867,4,160,2017-07-04,08:40:00,YES
474,1827,658,5,100,2017-06-01,17:02:00,YES
475,1163,534,10,300,2017-07-26,21:39:00,YES
476,946,874,3,90,2017-03-26,20:03:00,YES
477,169,562,3,60,2017-03-04,02:35:00,YES
478,1327,13,8,280,2017-02-18,22:11:00,YES
479,13,18,7,175,2017-01-05,03:10:00,YES
480,1582,387,8,280,2017-06-25,04:09:00,YES
481,138,98,7,210,2017-02-12,20:41:00,YES
482,6,170,2,100,2017-03-29,05:15:00,YES
483,1006,329,1,45,2017-03-24,00:44:00,YES
484,1840,970,8,360,2017-04-14,08:29:00,YES
485,1115,399,4,160,2017-03-27,04:03:00,YES
486,493,475,10,500,2017-01-06,11:56:00,YES
487,1856,268,1,25,2017-04-27,10:18:00,YES
488,1738,897,8,400,2017-06-17,11:14:00,YES
489,943,668,6,150,2017-05-14,04:36:00,YES
490,288,199,1,20,2017-06-08,17:53:00,YES
491,693,645,5,175,2017-05-16,16:38:00,YES
492,1538,475,2,100,2017-04-19,10:25:00,YES
493,1002,267,7,280,2017-01-30,14:40:00,YES
494,836,905,7,350,2017-06-17,09:28:00,YES
495,1958,168,8,400,2017-03-10,20:08:00,YES
496,301,64,3,105,2017-02-04,12:04:00,YES
497,1032,604,5,150,2017-04-27,12:35:00,YES
498,1844,982,2,70,2017-06-23,14:19:00,YES
499,1516,483,1,25,2017-02-21,11:00:00,YES
500,141,642,10,400,2017-07-20,19:43:00,YES
501,652,972,5,225,2017-01-01,07:20:00,YES
502,1291,982,3,60,2017-07-13,22:43:00,YES
503,995,54,1,35,2017-07-12,09:29:00,YES
504,501,818,5,200,2017-02-26,12:14:00,YES
505,1385,677,4,80,2017-03-05,07:08:00,YES
506,1522,997,3,150,2017-06-15,16:52:00,YES
507,319,516,4,120,2017-03-22,18:40:00,YES
508,1786,273,7,140,2017-01-03,14:27:00,YES
509,1120,855,5,100,2017-04-19,23:00:00,YES
510,1867,160,8,240,2017-07-06,14:37:00,YES
511,198,317,6,150,2017-06-27,18:52:00,YES
512,984,522,5,100,2017-05-21,08:49:00,YES
513,8,309,1,45,2017-06-05,22:00:00,YES
514,296,909,4,120,2017-03-15,06:10:00,YES
515,1665,231,5,100,2017-05-26,14:19:00,YES
516,1455,534,5,125,2017-06-20,15:09:00,YES
517,120,643,3,135,2017-04-24,17:43:00,YES
518,1088,590,10,400,2017-03-19,17:49:00,YES
519,1274,909,10,250,2017-06-01,06:31:00,YES
520,314,417,9,225,2017-01-09,07:36:00,YES
521,1182,639,3,60,2017-04-24,20:28:00,YES
522,1606,872,6,300,2017-07-27,19:22:00,YES
523,265,78,1,45,2017-01-15,16:14:00,YES
524,1436,359,6,270,2017-03-29,22:54:00,YES
525,1987,870,7,315,2017-06-15,08:59:00,YES
