e_id,show_id,time_event,date_event,ticket_price
251,44,12:00:00,2017-09-20,25
252,107,12:00:00,2017-09-28,20
253,742,21:00:00,2017-11-17,40
254,412,21:00:00,2017-11-13,30
255,504,21:00:00,2017-10-22,45
256,420,18:00:00,2017-09-07,35
257,954,12:00:00,2017-12-04,35
258,123,12:00:00,2017-08-28,25
259,489,21:00:00,2017-08-25,30
260,97,15:00:00,2017-12-01,40
261,823,18:00:00,2017-09-11,45
262,388,12:00:00,2017-10-27,35
263,863,21:00:00,2017-11-24,35
264,402,18:00:00,2017-11-17,25
265,174,15:00:00,2017-08-29,45
266,110,18:00:00,2017-10-12,20
267,560,12:00:00,2017-08-27,50
268,911,12:00:00,2017-12-03,45
269,301,12:00:00,2017-10-09,20
270,32,09:00:00,2017-09-30,30
271,454,18:00:00,2017-10-12,45
272,348,12:00:00,2017-09-29,50
273,708,09:00:00,2017-11-25,35
274,970,12:00:00,2017-09-22,30
275,746,12:00:00,2017-08-29,25
276,141,15:00:00,2017-11-11,30
277,126,18:00:00,2017-12-05,30
278,114,21:00:00,2017-09-06,40
279,32,21:00:00,2017-08-03,25
280,119,15:00:00,2017-09-15,25
281,936,09:00:00,2017-11-18,40
282,427,09:00:00,2017-10-26,20
283,847,12:00:00,2017-12-08,45
284,97,18:00:00,2017-12-19,50
285,598,12:00:00,2017-11-15,30
286,287,18:00:00,2017-08-23,20
287,594,12:00:00,2017-09-07,40
288,932,18:00:00,2017-12-27,20
289,407,12:00:00,2017-10-22,20
290,996,09:00:00,2017-09-26,40
291,727,12:00:00,2017-08-26,45
292,197,18:00:00,2017-09-16,25
293,318,18:00:00,2017-12-25,35
294,690,15:00:00,2017-10-07,50
295,607,18:00:00,2017-09-10,20
296,226,18:00:00,2017-12-22,30
297,168,09:00:00,2017-11-04,20
298,594,21:00:00,2017-10-16,45
299,350,09:00:00,2017-12-22,25
300,383,09:00:00,2017-09-26,50
301,759,12:00:00,2017-12-01,35
302,496,09:00:00,2017-10-28,35
303,907,18:00:00,2017-11-17,20
304,470,21:00:00,2017-09-06,50
305,789,09:00:00,2017-10-03,20
306,805,15:00:00,2017-08-12,30
307,211,18:00:00,2017-08-15,45
308,494,12:00:00,2017-12-24,35
309,472,21:00:00,2017-11-23,45
310,813,15:00:00,2017-08-26,35
311,299,18:00:00,2017-08-27,30
312,622,09:00:00,2017-12-07,25
313,562,15:00:00,2017-10-18,25
314,403,12:00:00,2017-11-26,25
315,511,09:00:00,2017-10-31,25
316,368,12:00:00,2017-12-13,20
317,91,12:00:00,2017-12-17,20
318,476,09:00:00,2017-10-14,40
319,599,15:00:00,2017-08-01,30
320,612,18:00:00,2017-11-09,20
321,299,21:00:00,2017-12-17,40
322,588,12:00:00,2017-12-03,25
323,784,12:00:00,2017-09-19,35
324,261,15:00:00,2017-10-10,20
325,677,21:00:00,2017-08-13,20
326,928,21:00:00,2017-08-11,40
327,290,18:00:00,2017-11-27,35
328,23,18:00:00,2017-11-17,30
329,38,12:00:00,2017-09-17,25
330,924,15:00:00,2017-10-13,30
331,300,12:00:00,2017-12-04,30
332,244,18:00:00,2017-11-08,40
333,818,21:00:00,2017-08-05,40
334,533,21:00:00,2017-08-16,25
335,500,09:00:00,2017-09-29,25
336,645,12:00:00,2017-12-11,45
337,103,12:00:00,2017-08-19,50
338,136,15:00:00,2017-09-26,30
339,556,21:00:00,2017-08-02,40
340,209,18:00:00,2017-08-10,35
341,112,09:00:00,2017-10-03,35
342,883,12:00:00,2017-12-01,40
343,665,21:00:00,2017-12-31,20
344,292,21:00:00,2017-09-06,25
345,939,21:00:00,2017-09-02,25
346,578,21:00:00,2017-12-04,25
347,424,15:00:00,2017-11-15,35
348,508,21:00:00,2017-08-27,30
349,973,15:00:00,2017-10-04,35
350,416,18:00:00,2017-09-26,35
351,211,18:00:00,2017-08-28,45
352,160,15:00:00,2017-09-28,25
353,296,12:00:00,2017-09-20,45
354,165,15:00:00,2017-12-31,30
355,218,18:00:00,2017-11-05,45
356,769,18:00:00,2017-09-07,25
357,963,18:00:00,2017-08-26,20
358,155,21:00:00,2017-11-05,50
359,42,09:00:00,2017-11-28,40
360,292,12:00:00,2017-08-21,40
361,731,18:00:00,2017-08-08,20
362,196,12:00:00,2017-09-04,45
363,921,21:00:00,2017-08-20,40
364,594,21:00:00,2017-08-02,45
365,528,15:00:00,2017-12-01,30
366,386,21:00:00,2017-10-05,40
367,568,18:00:00,2017-08-26,20
368,344,21:00:00,2017-11-28,45
369,607,15:00:00,2017-09-07,50
370,995,09:00:00,2017-08-21,45
371,45,21:00:00,2017-10-31,20
372,661,12:00:00,2017-08-27,25
373,598,09:00:00,2017-08-10,45
374,645,21:00:00,2017-09-28,30
375,955,18:00:00,2017-10-01,30
376,607,18:00:00,2017-08-24,20
377,649,15:00:00,2017-08-05,50
378,932,15:00:00,2017-10-04,45
379,868,12:00:00,2017-11-02,40
380,278,15:00:00,2017-10-12,50
381,616,18:00:00,2017-08-12,20
382,100,15:00:00,2017-09-14,35
383,718,21:00:00,2017-10-27,50
384,746,21:00:00,2017-10-28,45
385,525,09:00:00,2017-08-23,30
386,421,21:00:00,2017-12-03,30
387,720,12:00:00,2017-12-11,20
388,366,21:00:00,2017-08-04,30
389,279,12:00:00,2017-11-27,45
390,520,09:00:00,2017-09-22,50
391,278,18:00:00,2017-09-11,20
392,278,12:00:00,2017-11-11,50
393,23,12:00:00,2017-09-25,35
394,789,15:00:00,2017-11-22,30
395,362,15:00:00,2017-09-11,25
396,196,18:00:00,2017-09-30,40
397,34,15:00:00,2017-10-13,45
398,127,09:00:00,2017-11-24,25
399,437,15:00:00,2017-12-26,25
400,304,21:00:00,2017-10-29,50
401,727,09:00:00,2017-08-17,50
402,568,12:00:00,2017-11-12,20
403,695,12:00:00,2017-08-12,40
404,936,12:00:00,2017-08-16,40
405,93,21:00:00,2017-11-19,50
406,864,18:00:00,2017-12-16,50
407,480,15:00:00,2017-12-15,45
408,727,09:00:00,2017-09-30,30
409,811,09:00:00,2017-11-26,30
410,666,15:00:00,2017-12-10,40
411,410,09:00:00,2017-10-21,50
412,544,15:00:00,2017-11-11,35
413,411,18:00:00,2017-11-30,40
414,751,18:00:00,2017-10-13,50
415,249,15:00:00,2017-12-03,30
416,686,15:00:00,2017-08-06,45
417,300,18:00:00,2017-09-10,40
418,525,12:00:00,2017-09-25,25
419,746,12:00:00,2017-11-06,45
420,516,18:00:00,2017-12-07,50
421,816,12:00:00,2017-09-29,35
422,540,15:00:00,2017-08-28,50
423,871,18:00:00,2017-08-13,35
424,686,09:00:00,2017-09-03,30
425,644,12:00:00,2017-08-05,45
426,270,15:00:00,2017-08-22,35
427,366,21:00:00,2017-12-16,30
428,828,18:00:00,2017-12-17,25
429,690,12:00:00,2017-10-24,50
430,593,12:00:00,2017-08-12,45
431,141,18:00:00,2017-08-01,35
432,122,12:00:00,2017-09-24,35
433,785,09:00:00,2017-11-21,40
434,404,09:00:00,2017-09-22,30
435,642,15:00:00,2017-09-09,20
436,277,18:00:00,2017-11-18,30
437,962,09:00:00,2017-12-14,35
438,560,09:00:00,2017-11-06,45
439,980,12:00:00,2017-12-31,40
440,942,18:00:00,2017-12-31,35
441,961,15:00:00,2017-11-25,20
442,946,12:00:00,2017-10-23,20
443,970,18:00:00,2017-10-13,40
444,518,21:00:00,2017-08-29,50
445,51,09:00:00,2017-11-22,25
446,667,21:00:00,2017-09-21,35
447,240,15:00:00,2017-08-11,25
448,246,12:00:00,2017-09-11,20
449,692,15:00:00,2017-10-12,30
450,914,15:00:00,2017-10-07,35
451,854,15:00:00,2017-09-01,45
452,112,21:00:00,2017-09-15,25
453,859,21:00:00,2017-09-12,25
454,493,09:00:00,2017-09-14,45
455,544,18:00:00,2017-10-15,45
456,840,21:00:00,2017-08-09,35
457,826,18:00:00,2017-09-25,25
458,451,18:00:00,2017-10-14,35
459,380,21:00:00,2017-11-08,20
460,708,09:00:00,2017-11-16,25
461,980,18:00:00,2017-10-02,20
462,7,21:00:00,2017-08-14,35
463,909,21:00:00,2017-11-03,35
464,889,18:00:00,2017-09-04,35
465,780,21:00:00,2017-12-03,50
466,790,18:00:00,2017-11-02,45
467,125,09:00:00,2017-08-28,35
468,709,12:00:00,2017-10-11,50
469,978,12:00:00,2017-09-20,35
470,838,18:00:00,2017-08-10,25
471,920,21:00:00,2017-10-22,25
472,178,09:00:00,2017-08-03,30
473,727,18:00:00,2017-09-22,25
474,101,21:00:00,2017-10-27,35
475,43,21:00:00,2017-11-28,30
476,939,18:00:00,2017-11-18,45
477,739,21:00:00,2017-09-21,35
478,221,21:00:00,2017-11-07,25
479,210,18:00:00,2017-09-17,45
480,128,09:00:00,2017-08-23,25
481,114,21:00:00,2017-10-20,20
482,817,15:00:00,2017-08-02,45
483,587,12:00:00,2017-09-27,35
484,258,12:00:00,2017-11-01,45
485,337,15:00:00,2017-10-01,30
486,326,21:00:00,2017-08-01,35
487,414,15:00:00,2017-09-17,20
488,120,12:00:00,2017-11-14,45
489,313,18:00:00,2017-09-20,20
490,682,21:00:00,2017-08-01,40
491,601,15:00:00,2017-08-13,25
492,995,21:00:00,2017-12-06,40
493,272,12:00:00,2017-12-05,50
494,399,09:00:00,2017-12-22,45
495,972,09:00:00,2017-12-12,20
496,213,18:00:00,2017-11-16,30
497,413,12:00:00,2017-12-09,35
498,441,15:00:00,2017-08-27,25
499,511,15:00:00,2017-09-11,20
500,806,12:00:00,2017-12-31,35
501,672,12:00:00,2017-08-25,40
502,244,18:00:00,2017-10-29,40
503,997,18:00:00,2017-09-22,20
504,160,15:00:00,2017-11-24,25
505,941,09:00:00,2017-11-12,30
506,416,15:00:00,2017-08-25,50
507,623,15:00:00,2017-11-29,35
508,837,09:00:00,2017-09-19,20
509,721,21:00:00,2017-10-14,30
510,661,09:00:00,2017-09-23,20
511,749,12:00:00,2017-10-25,45
512,980,09:00:00,2017-11-22,35
513,221,09:00:00,2017-08-13,45
514,988,09:00:00,2017-10-09,50
515,214,15:00:00,2017-11-11,45
516,160,12:00:00,2017-09-24,30
517,82,15:00:00,2017-09-14,20
518,936,09:00:00,2017-08-21,40
519,827,09:00:00,2017-09-30,45
520,879,12:00:00,2017-08-16,20
521,565,18:00:00,2017-09-20,25
522,579,09:00:00,2017-10-21,30
523,833,09:00:00,2017-12-18,50
524,719,12:00:00,2017-09-22,20
525,287,12:00:00,2017-11-01,50
526,4,12:00:00,2017-10-15,40
527,718,15:00:00,2017-09-28,30
528,551,21:00:00,2017-11-21,40
529,51,15:00:00,2017-10-14,40
530,648,18:00:00,2017-12-10,45
531,705,21:00:00,2017-12-24,25
532,935,18:00:00,2017-12-21,35
533,806,18:00:00,2017-08-27,35
534,957,09:00:00,2017-09-26,35
535,334,21:00:00,2017-10-04,45
536,853,18:00:00,2017-08-21,50
537,203,12:00:00,2017-08-22,20
538,783,12:00:00,2017-11-11,40
539,356,09:00:00,2017-08-25,45
540,19,15:00:00,2017-09-25,40
541,924,15:00:00,2017-10-07,30
542,430,18:00:00,2017-11-13,35
543,976,21:00:00,2017-09-25,20
544,32,15:00:00,2017-12-31,30
545,528,18:00:00,2017-11-01,20
546,607,09:00:00,2017-12-05,45
547,801,18:00:00,2017-08-21,20
548,271,21:00:00,2017-08-12,30
549,26,21:00:00,2017-08-29,40
550,458,18:00:00,2017-12-10,20
551,5,09:00:00,2017-09-19,20
552,549,09:00:00,2017-12-24,50
553,721,21:00:00,2017-09-18,45
554,44,15:00:00,2017-11-25,20
555,880,09:00:00,2017-10-20,35
556,342,18:00:00,2017-09-02,30
557,952,12:00:00,2017-12-27,40
558,407,09:00:00,2017-11-11,20
559,691,21:00:00,2017-08-30,50
560,485,09:00:00,2017-08-07,50
561,639,21:00:00,2017-08-27,35
562,593,18:00:00,2017-12-11,20
563,518,21:00:00,2017-08-23,25
564,95,12:00:00,2017-09-07,50
565,384,12:00:00,2017-09-09,30
566,289,15:00:00,2017-12-11,35
567,214,12:00:00,2017-10-19,20
568,8,09:00:00,2017-11-15,50
569,511,18:00:00,2017-09-08,45
570,596,21:00:00,2017-12-04,25
571,368,09:00:00,2017-10-13,50
572,480,09:00:00,2017-11-01,20
573,547,12:00:00,2017-11-23,20
574,964,12:00:00,2017-08-21,35
575,25,12:00:00,2017-08-28,50
576,114,18:00:00,2017-11-03,45
577,356,15:00:00,2017-08-02,40
578,536,18:00:00,2017-10-12,35
579,348,15:00:00,2017-12-01,45
580,268,15:00:00,2017-09-07,40
581,607,09:00:00,2017-08-08,35
582,836,12:00:00,2017-08-22,20
583,767,15:00:00,2017-08-09,25
584,811,09:00:00,2017-08-12,25
585,194,15:00:00,2017-10-21,30
586,681,09:00:00,2017-11-23,40
587,44,12:00:00,2017-12-22,25
588,969,09:00:00,2017-09-05,35
589,964,18:00:00,2017-11-01,45
590,769,18:00:00,2017-10-05,35
591,489,18:00:00,2017-09-14,40
592,770,18:00:00,2017-10-11,35
593,27,09:00:00,2017-11-17,50
594,720,09:00:00,2017-12-12,35
595,98,12:00:00,2017-09-22,35
596,42,09:00:00,2017-12-09,40
597,898,18:00:00,2017-08-22,45
598,625,12:00:00,2017-09-25,35
599,833,09:00:00,2017-08-18,40
600,57,15:00:00,2017-10-08,50
601,18,09:00:00,2017-12-09,45
602,756,21:00:00,2017-08-05,30
603,622,18:00:00,2017-09-03,35
604,150,09:00:00,2017-11-28,35
605,851,09:00:00,2017-12-23,35
606,446,21:00:00,2017-08-24,35
607,392,18:00:00,2017-12-10,40
608,571,12:00:00,2017-08-21,45
609,288,09:00:00,2017-09-23,20
610,253,15:00:00,2017-12-28,20
611,498,09:00:00,2017-09-20,50
612,972,18:00:00,2017-08-18,40
613,316,15:00:00,2017-12-04,35
614,244,18:00:00,2017-08-23,40
615,149,21:00:00,2017-10-29,25
616,375,12:00:00,2017-10-24,35
617,152,18:00:00,2017-12-26,20
618,137,21:00:00,2017-10-07,20
619,389,21:00:00,2017-12-17,30
620,664,21:00:00,2017-11-30,50
621,789,12:00:00,2017-09-09,20
622,58,18:00:00,2017-12-08,30
623,868,12:00:00,2017-10-23,25
624,198,21:00:00,2017-08-11,45
625,563,15:00:00,2017-11-04,30
626,40,21:00:00,2017-09-22,50
627,342,15:00:00,2017-09-28,20
628,942,18:00:00,2017-11-25,40
629,32,18:00:00,2017-09-07,20
630,460,21:00:00,2017-10-15,35
631,520,18:00:00,2017-12-26,40
632,720,09:00:00,2017-12-07,45
633,892,12:00:00,2017-10-26,30
634,42,15:00:00,2017-09-23,50
635,381,18:00:00,2017-08-25,40
636,769,15:00:00,2017-09-09,45
637,513,21:00:00,2017-08-07,30
638,513,18:00:00,2017-11-08,30
639,380,15:00:00,2017-08-10,45
640,598,12:00:00,2017-10-24,35
641,1000,21:00:00,2017-12-12,45
642,609,18:00:00,2017-10-02,35
643,735,21:00:00,2017-12-26,35
644,23,15:00:00,2017-11-05,25
645,375,18:00:00,2017-09-06,50
646,975,18:00:00,2017-12-02,25
647,761,21:00:00,2017-12-02,20
648,1000,15:00:00,2017-09-02,45
649,665,18:00:00,2017-11-04,35
650,697,21:00:00,2017-09-04,50
651,365,09:00:00,2017-08-23,30
652,458,15:00:00,2017-11-06,45
653,644,12:00:00,2017-11-07,40
654,978,21:00:00,2017-10-25,30
655,26,09:00:00,2017-10-31,35
656,174,09:00:00,2017-09-02,40
657,79,12:00:00,2017-09-10,20
658,533,09:00:00,2017-08-09,35
659,411,15:00:00,2017-10-29,20
660,160,15:00:00,2017-09-08,20
661,244,12:00:00,2017-09-04,40
662,428,21:00:00,2017-08-16,45
663,470,15:00:00,2017-08-13,20
664,410,15:00:00,2017-12-24,45
665,249,12:00:00,2017-11-29,20
666,424,21:00:00,2017-11-09,25
667,285,15:00:00,2017-09-30,50
668,892,18:00:00,2017-08-07,25
669,178,21:00:00,2017-08-08,45
670,62,12:00:00,2017-09-21,35
671,489,09:00:00,2017-09-15,40
672,932,18:00:00,2017-09-17,25
673,403,12:00:00,2017-11-27,50
674,838,21:00:00,2017-09-13,30
675,770,21:00:00,2017-10-11,20
676,487,21:00:00,2017-09-12,25
677,905,18:00:00,2017-09-21,20
678,368,12:00:00,2017-11-04,45
679,72,09:00:00,2017-09-10,35
680,460,18:00:00,2017-11-28,35
681,284,12:00:00,2017-11-29,50
682,470,18:00:00,2017-09-26,50
683,795,09:00:00,2017-10-26,45
684,569,12:00:00,2017-12-14,35
685,152,09:00:00,2017-10-26,50
686,401,12:00:00,2017-12-05,30
687,774,09:00:00,2017-09-05,45
688,408,15:00:00,2017-08-23,25
689,493,09:00:00,2017-10-03,30
690,525,21:00:00,2017-11-06,40
691,67,12:00:00,2017-10-01,20
692,727,12:00:00,2017-12-23,50
693,712,21:00:00,2017-12-08,35
694,659,21:00:00,2017-08-26,35
695,295,12:00:00,2017-08-11,25
696,505,15:00:00,2017-08-02,50
697,63,12:00:00,2017-08-25,50
698,518,21:00:00,2017-10-04,25
699,288,15:00:00,2017-09-04,45
700,737,21:00:00,2017-08-21,20
701,498,15:00:00,2017-09-21,20
702,181,09:00:00,2017-12-24,40
703,939,09:00:00,2017-08-25,20
704,746,15:00:00,2017-11-27,50
705,174,12:00:00,2017-12-13,40
706,137,09:00:00,2017-09-29,40
707,668,15:00:00,2017-11-29,30
708,231,18:00:00,2017-08-15,40
709,232,15:00:00,2017-08-28,35
710,686,09:00:00,2017-08-02,40
711,509,21:00:00,2017-09-25,35
712,787,09:00:00,2017-10-28,25
713,846,15:00:00,2017-09-15,50
714,295,12:00:00,2017-10-11,40
715,563,09:00:00,2017-10-13,35
716,932,15:00:00,2017-11-30,40
717,248,09:00:00,2017-12-13,25
718,703,18:00:00,2017-10-07,45
719,955,15:00:00,2017-09-01,35
720,2,18:00:00,2017-09-16,35
721,444,18:00:00,2017-10-18,25
722,318,21:00:00,2017-12-07,50
723,631,09:00:00,2017-11-14,20
724,58,18:00:00,2017-12-18,50
725,919,21:00:00,2017-12-13,50
726,823,21:00:00,2017-10-31,35
727,216,21:00:00,2017-12-10,25
728,531,21:00:00,2017-09-29,40
729,277,15:00:00,2017-10-29,25
730,770,18:00:00,2017-10-26,30
731,249,09:00:00,2017-08-20,25
732,679,09:00:00,2017-11-04,40
733,742,12:00:00,2017-10-31,30
734,43,15:00:00,2017-10-25,45
