booking_id,e_id,customer_id,num_tickets,price,booking_date,booking_time,booking_label
169,305,82,10,250,2017-05-11,23:11:00,YES
170,889,459,7,245,2017-03-11,22:23:00,YES
171,579,336,6,150,2017-03-30,23:27:00,YES
172,1043,123,7,315,2017-01-26,20:27:00,YES
173,1137,844,3,150,2017-01-21,04:13:00,YES
174,1333,241,4,180,2017-05-07,07:21:00,YES
175,1187,44,5,250,2017-05-11,03:10:00,YES
176,1324,563,6,180,2017-02-24,09:48:00,YES
177,496,931,1,25,2017-04-12,22:58:00,YES
178,141,218,6,120,2017-04-13,19:26:00,YES
179,1869,852,1,30,2017-05-01,14:28:00,YES
180,688,407,9,225,2017-01-01,09:16:00,YES
181,1154,962,1,35,2017-02-13,11:13:00,YES
182,1954,911,4,160,2017-04-08,14:14:00,YES
183,999,594,5,125,2017-05-21,08:53:00,YES
184,243,60,7,245,2017-06-16,22:05:00,YES
185,1018,311,5,175,2017-07-04,10:26:00,YES
186,841,39,3,120,2017-07-14,12:26:00,YES
187,725,149,8,360,2017-07-08,02:34:00,YES
188,1143,307,2,60,2017-03-12,17:16:00,YES
189,89,745,2,90,2017-02-23,10:04:00,YES
190,1641,449,7,140,2017-06-11,18:21:00,YES
191,388,871,6,120,2017-02-17,04:25:00,YES
192,188,884,5,125,2017-06-27,16:54:00,YES
193,269,940,10,300,2017-04-06,13:26:00,YES
194,1674,20,5,175,2017-06-10,07:22:00,YES
195,443,451,7,315,2017-04-09,23:47:00,YES
196,150,645,6,120,2017-01-04,15:10:00,YES
197,326,515,10,350,2017-06-19,02:28:00,YES
198,270,617,8,200,2017-03-20,14:28:00,YES
199,70,273,6,210,2017-02-13,15:58:00,YES
200,1079,657,3,90,2017-03-20,08:50:00,YES
201,1083,223,2,60,2017-04-20,23:49:00,YES
202,806,164,8,400,2017-02-07,21:36:00,YES
203,1718,189,8,240,2017-06-28,21:43:00,YES
204,330,437,1,40,2017-02-18,08:24:00,YES
205,2,709,3,75,2017-07-09,18:22:00,YES
206,1650,203,7,245,2017-02-06,17:24:00,YES
207,1714,595,5,175,2017-02-07,07:13:00,YES
208,1305,144,1,45,2017-07-25,22:23:00,YES
209,1904,457,2,40,2017-05-29,23:02:00,YES
210,1532,956,4,140,2017-04-01,15:28:00,YES
211,844,199,8,200,2017-05-03,03:18:00,YES
212,1859,234,5,250,2017-05-20,02:03:00,YES
213,336,300,6,120,2017-07-24,02:12:00,YES
214,684,910,3,60,2017-04-24,02:38:00,YES
215,515,281,7,280,2017-03-14,16:20:00,YES
216,340,754,7,175,2017-01-07,07:52:00,YES
217,1518,719,10,450,2017-04-07,21:39:00,YES
218,662,677,9,360,2017-02-21,03:12:00,YES
219,159,492,6,120,2017-07-25,11:38:00,YES
220,1347,257,2,60,2017-04-18,05:44:00,YES
221,1337,763,1,30,2017-01-11,05:52:00,YES
222,1919,128,9,315,2017-01-05,07:40:00,YES
223,504,477,5,175,2017-07-27,15:11:00,YES
224,239,710,10,500,2017-07-09,08:36:00,YES
225,665,921,9,315,2017-02-02,10:07:00,YES
226,1141,23,7,245,2017-01-05,19:09:00,YES
227,38,746,5,225,2017-06-13,08:51:00,YES
228,500,606,6,210,2017-02-17,10:49:00,YES
229,662,581,2,80,2017-04-30,14:07:00,YES
230,1590,756,4,160,2017-04-27,03:48:00,YES
231,246,44,9,315,2017-03-07,20:29:00,YES
232,981,201,7,280,2017-02-28,02:45:00,YES
233,856,117,5,100,2017-05-16,00:56:00,YES
234,15,924,4,160,2017-03-01,03:28:00,YES
235,747,434,10,400,2017-02-09,13:19:00,YES
236,1404,835,2,70,2017-04-15,20:19:00,YES
237,1416,409,1,20,2017-02-15,03:10:00,YES
238,969,933,9,315,2017-04-24,07:14:00,YES
239,83,447,6,210,2017-06-23,18:32:00,YES
240,913,164,8,240,2017-01-20,11:11:00,YES
241,296,260,9,180,2017-07-15,19:33:00,YES
242,220,757,1,30,2017-02-02,03:25:00,YES
243,1916,678,1,20,2017-03-06,09:30:00,YES
244,1287,669,10,300,2017-02-16,05:21:00,YES
245,1045,400,7,245,2017-01-29,09:23:00,YES
246,1552,231,8,280,2017-04-06,09:52:00,YES
247,1422,697,6,180,2017-04-01,15:12:00,YES
248,265,116,7,140,2017-07-12,09:08:00,YES
249,647,77,5,175,2017-03-01,18:43:00,YES
250,819,828,10,450,2017-04-06,07:36:00,YES
251,728,575,9,180,2017-02-23,10:21:00,YES
252,276,867,7,210,2017-07-30,04:21:00,YES
253,95,298,5,250,2017-02-11,07:13:00,YES
254,844,697,3,75,2017-05-20,00:21:00,YES
255,212,491,8,360,2017-04-20,15:31:00,YES
256,1992,488,2,70,2017-04-26,00:26:00,YES
257,1387,204,5,200,2017-01-27,10:00:00,YES
258,60,30,10,450,2017-02-03,00:05:00,YES
259,240,545,8,400,2017-07-28,21:00:00,YES
260,1537,965,4,140,2017-07-06,08:42:00,YES
261,620,109,5,175,2017-06-21,13:24:00,YES
262,535,870,9,315,2017-02-24,08:59:00,YES
263,1736,165,10,350,2017-01-05,09:25:00,YES
264,1622,243,6,270,2017-04-27,19:55:00,YES
265,853,571,2,60,2017-01-17,16:23:00,YES
266,214,735,2,70,2017-01-30,01:31:00,YES
267,1082,803,5,150,2017-02-09,23:03:00,YES
268,1550,332,5,200,2017-07-31,04:35:00,YES
269,1780,649,4,180,2017-07-20,00:05:00,YES
270,409,64,3,60,2017-06-08,06:53:00,YES
271,850,243,3,60,2017-04-27,21:53:00,YES
272,325,378,9,405,2017-07-08,01:58:00,YES
273,1538,114,7,210,2017-01-13,08:36:00,YES
274,14,89,8,280,2017-06-09,19:45:00,YES
275,1832,295,3,90,2017-02-21,01:57:00,YES
276,135,536,7,210,2017-06-09,21:02:00,YES
277,1186,254,2,50,2017-01-17,14:22:00,YES
278,991,113,9,270,2017-01-11,15:08:00,YES
279,1069,821,7,280,2017-01-02,00:46:00,YES
280,58,219,7,350,2017-01-20,23:08:00,YES
281,556,626,1,45,2017-02-07,10:12:00,YES
282,565,912,7,350,2017-06-23,00:11:00,YES
283,1255,962,7,315,2017-05-30,01:56:00,YES
284,928,300,10,400,2017-02-25,13:20:00,YES
285,344,960,10,450,2017-02-05,21:15:00,YES
286,567,455,4,200,2017-01-16,13:43:00,YES
287,549,733,5,225,2017-02-22,08:00:00,YES
288,617,914,9,405,2017-03-09,21:53:00,YES
289,1647,915,3,120,2017-04-15,03:47:00,YES
290,753,527,5,250,2017-05-10,19:43:00,YES
291,281,166,2,80,2017-03-02,04:27:00,YES
292,127,526,9,360,2017-07-20,02:42:00,YES
293,1460,787,8,240,2017-02-21,09:19:00,YES
294,947,383,2,40,2017-05-17,06:27:00,YES
295,485,40,3,150,2017-03-29,23:57:00,YES
296,871,340,6,120,2017-07-24,19:35:00,YES
297,1984,492,5,100,2017-04-26,00:10:00,YES
298,1975,65,6,240,2017-01-01,04:53:00,YES
299,420,179,4,160,2017-07-22,08:41:00,YES
300,1472,62,5,225,2017-01-13,11:35:00,YES
301,241,721,6,150,2017-04-06,21:28:00,YES
302,651,784,8,160,2017-01-05,10:25:00,YES
303,50,552,9,450,2017-04-03,14:43:00,YES
304,1434,7,6,240,2017-03-06,00:39:00,YES
305,411,431,7,280,2017-05-20,09:11:00,YES
306,256,734,5,200,2017-02-10,01:58:00,YES
307,1130,901,7,210,2017-04-12,11:33:00,YES
308,1954,871,5,200,2017-01-28,02:00:00,YES
309,1368,292,9,225,2017-04-11,03:45:00,YES
310,1861,69,8,400,2017-07-27,04:07:00,YES
311,337,37,6,270,2017-01-29,03:43:00,YES
312,623,92,6,270,2017-07-24,05:27:00,YES
313,912,823,8,160,2017-01-25,08:01:00,YES
314,481,212,9,405,2017-06-06,19:08:00,YES
315,1462,73,8,400,2017-03-07,05:55:00,YES
316,1801,232,6,150,2017-01-25,10:54:00,YES
317,874,964,4,180,2017-02-13,00:25:00,YES
318,1827,270,7,140,2017-04-24,18:58:00,YES
319,1751,589,3,150,2017-02-04,06:24:00,YES
320,1788,88,2,70,2017-07-02,21:49:00,YES
321,1940,980,9,405,2017-05-20,05:33:00,YES
322,918,131,5,150,2017-04-07,02:09:00,YES
323,379,759,10,400,2017-05-18,19:41:00,YES
324,368,990,5,150,2017-04-19,07:44:00,YES
325,724,564,2,90,2017-06-16,23:10:00,YES
326,195,878,10,500,2017-01-30,13:07:00,YES
327,1114,233,3,60,2017-04-14,03:15:00,YES
328,945,253,9,225,2017-02-23,07:21:00,YES
329,451,995,7,175,2017-06-13,19:23:00,YES
330,1600,512,9,360,2017-07-06,12:48:00,YES
331,546,533,7,210,2017-02-10,08:02:00,YES
332,1858,964,8,200,2017-03-13,10:36:00,YES
333,1803,2,10,250,2017-05-03,06:59:00,YES
334,1797,127,8,200,2017-03-21,11:35:00,YES
335,39,188,10,450,2017-06-20,05:30:00,YES
336,1539,504,1,30,2017-06-26,02:04:00,YES
337,481,440,5,225,2017-07-18,05:52:00,YES
338,1331,504,2,100,2017-04-05,00:54:00,YES
339,1750,564,3,120,2017-02-19,16:56:00,YES
340,3,515,9,180,2017-01-16,04:17:00,YES
341,539,435,4,100,2017-04-29,07:46:00,YES
342,49,99,6,150,2017-03-17,10:02:00,YES
343,1224,476,2,60,2017-05-01,21:20:00,YES
344,919,360,1,30,2017-07-14,11:20:00,YES
345,646,324,9,405,2017-03-31,23:20:00,YES
346,1024,249,1,45,2017-01-25,21:51:00,YES
347,1307,503,7,245,2017-03-12,23:00:00,YES
348,1861,794,9,450,2017-01-03,13:01:00,YES
349,278,661,1,45,2017-06-24,12:18:00,YES
350,580,189,8,320,2017-01-18,05:49:00,YES
351,1291,490,2,40,2017-03-24,05:41:00,YES
352,348,362,9,315,2017-06-03,13:32:00,YES
353,955,131,1,40,2017-06-18,12:43:00,YES
354,1134,678,6,180,2017-04-10,16:16:00,YES
355,1268,233,10,200,2017-03-29,23:25:00,YES
356,754,358,7,210,2017-06-18,10:09:00,YES
357,1146,542,9,315,2017-05-16,16:29:00,YES
358,1901,862,4,180,2017-07-06,23:35:00,YES
359,1023,483,5,125,2017-01-20,15:11:00,YES
360,925,381,1,50,2017-01-16,20:03:00,YES
361,939,594,3,135,2017-01-29,01:37:00,YES
362,1688,33,6,240,2017-03-05,03:27:00,YES
363,1841,132,7,315,2017-06-17,14:46:00,YES
364,1726,887,1,20,2017-06-07,21:04:00,YES
365,1101,253,5,175,2017-03-04,19:35:00,YES
366,1035,648,9,405,2017-01-03,02:37:00,YES
367,1511,346,9,180,2017-06-07,13:23:00,YES
368,876,531,10,500,2017-06-14,08:45:00,YES
369,1553,332,7,175,2017-07-25,21:48:00,YES
370,137,425,4,100,2017-01-10,14:49:00,YES
371,437,243,10,250,2017-07-15,10:23:00,YES
372,1122,685,8,280,2017-03-01,03:07:00,YES
373,258,644,3,150,2017-06-16,23:18:00,YES
374,1836,426,1,30,2017-04-08,05:58:00,YES
375,1609,441,3,90,2017-06-03,21:02:00,YES
376,425,974,9,270,2017-03-25,16:34:00,YES
377,1228,165,1,25,2017-07-09,10:47:00,YES
378,1363,732,1,20,2017-02-02,18:36:00,YES
379,738,10,3,105,2017-06-15,01:24:00,YES
380,1798,516,1,35,2017-07-13,08:43:00,YES
381,1639,546,9,225,2017-04-12,21:38:00,YES
382,966,279,3,135,2017-05-03,18:51:00,YES
383,148,608,4,140,2017-02-20,15:10:00,YES
384,1454,694,4,180,2017-04-05,08:51:00,YES
385,962,480,10,300,2017-02-10,12:06:00,YES
386,1593,157,6,180,2017-07-26,11:41:00,YES
387,794,898,9,270,2017-07-13,06:48:00,YES
388,104,65,9,180,2017-01-17,22:32:00,YES
389,1694,795,8,400,2017-01-11,13:17:00,YES
390,923,243,1,30,2017-05-08,07:47:00,YES
391,349,47,6,180,2017-01-15,19:53:00,YES
392,985,260,2,50,2017-03-13,05:58:00,YES
393,1900,506,5,100,2017-07-20,15:53:00,YES
394,1028,261,10,300,2017-01-21,03:40:00,YES
395,532,106,10,450,2017-04-22,03:08:00,YES
396,1894,54,6,300,2017-01-24,03:21:00,YES
397,1019,481,8,160,2017-01-07,08:27:00,YES
398,478,391,4,200,2017-04-06,22:08:00,YES
399,1181,483,1,45,2017-06-25,20:35:00,YES
400,1232,872,5,150,2017-07-11,13:51:00,YES
401,384,255,9,225,2017-02-25,02:40:00,YES
402,786,238,10,300,2017-01-03,03:32:00,YES
403,1182,634,3,120,2017-07-14,00:02:00,YES
404,832,143,10,300,2017-04-30,01:37:00,YES
405,158,948,2,50,2017-05-02,16:11:00,YES
406,1177,40,2,40,2017-02-26,04:40:00,YES
407,878,835,1,20,2017-07-23,16:47:00,YES
408,713,270,5,250,2017-01-24,14:40:00,YES
409,330,532,3,120,2017-04-27,00:20:00,YES
410,322,24,3,135,2017-03-09,01:17:00,YES
411,940,13,2,80,2017-03-09,15:14:00,YES
412,599,699,5,200,2017-01-19,17:58:00,YES
413,1795,738,7,280,2017-06-16,05:48:00,YES
414,1511,92,2,40,2017-07-11,19:39:00,YES
415,1458,446,4,80,2017-05-02,08:21:00,YES
416,1069,434,3,120,2017-05-18,04:01:00,YES
417,106,885,2,70,2017-04-09,17:21:00,YES
418,704,563,8,280,2017-05-04,20:55:00,YES
419,1911,378,3,135,2017-07-14,01:49:00,YES
420,112,956,5,250,2017-02-23,21:19:00,YES
421,253,274,7,315,2017-04-26,03:21:00,YES
422,288,118,10,200,2017-03-31,12:25:00,YES
423,1326,351,7,140,2017-07-10,08:44:00,YES
424,836,380,10,400,2017-01-31,11:17:00,YES
425,336,413,2,40,2017-04-29,13:32:00,YES
426,946,272,8,240,2017-06-24,04:20:00,YES
427,826,942,4,160,2017-05-01,06:09:00,YES
428,1303,710,2,70,2017-07-11,16:05:00,YES
429,1057,125,10,250,2017-01-29,11:24:00,YES
430,1466,7,9,450,2017-06-22,09:00:00,YES
431,751,746,8,160,2017-02-15,01:54:00,YES
432,685,420,8,240,2017-07-30,17:41:00,YES
433,1530,359,10,500,2017-03-25,05:29:00,YES
434,1967,490,3,75,2017-06-19,06:14:00,YES
435,744,279,9,180,2017-02-03,21:44:00,YES
436,1300,500,4,200,2017-01-13,21:01:00,YES
437,151,82,7,140,2017-03-08,16:37:00,YES
438,1414,408,8,280,2017-05-16,17:09:00,YES
439,25,778,9,225,2017-02-27,10:29:00,YES
440,855,224,7,280,2017-03-22,14:50:00,YES
441,721,760,10,500,2017-06-12,01:49:00,YES
442,1796,809,6,270,2017-04-14,02:50:00,YES
443,1330,171,6,150,2017-05-08,10:51:00,YES
444,982,275,1,35,2017-02-02,10:52:00,YES
445,1028,59,5,150,2017-02-20,22:01:00,YES
446,194,204,2,60,2017-05-08,04:41:00,YES
447,660,709,5,100,2017-01-23,15:24:00,YES
448,672,994,4,200,2017-06-20,19:04:00,YES
449,1623,935,6,150,2017-01-14,11:47:00,YES
450,1444,727,2,90,2017-02-09,15:50:00,YES
451,385,475,7,350,2017-07-16,12:52:00,YES
452,87,954,6,270,2017-02-08,19:35:00,YES
453,395,78,6,270,2017-06-27,23:29:00,YES
454,497,365,9,270,2017-05-01,20:44:00,YES
455,1121,301,4,120,2017-03-15,12:41:00,YES
456,1963,646,10,250,2017-01-08,07:27:00,YES
457,1738,345,8,320,2017-01-13,17:20:00,YES
458,338,701,9,315,2017-04-11,21:16:00,YES
459,925,54,1,50,2017-04-23,03:37:00,YES
460,88,180,2,90,2017-03-13,22:40:00,YES
461,260,134,8,320,2017-03-15,07:02:00,YES
462,482,393,7,140,2017-01-08,20:01:00,YES
463,9,8,3,90,2017-05-12,17:05:00,YES
464,533,340,6,300,2017-03-11,20:30:00,YES
465,1675,278,5,150,2017-05-30,05:22:00,YES
466,1480,694,1,45,2017-04-21,18:52:00,YES
467,1386,648,9,270,2017-02-27,00:47:00,YES
468,1458,732,7,140,2017-05-18,06:25:00,YES
469,1303,289,10,350,2017-04-22,07:43:00,YES
470,1213,437,6,180,2017-07-19,11:47:00,YES
471,550,612,6,150,2017-07-28,18:19:00,YES
472,260,573,6,240,2017-06-03,15:12:00,YES
473,164,809,3,120,2017-04-21,18:07:00,YES
474,246,434,10,350,2017-05-02,18:31:00,YES
475,1095,17,9,360,2017-04-23,13:17:00,YES
476,674,46,9,360,2017-05-13,02:49:00,YES
477,1860,706,9,315,2017-04-08,07:50:00,YES
478,651,36,3,60,2017-01-11,04:53:00,YES
479,540,629,4,120,2017-02-08,14:47:00,YES
480,993,981,5,200,2017-07-26,23:34:00,YES
481,1937,330,4,200,2017-07-01,04:51:00,YES
482,1136,189,10,400,2017-04-08,20:56:00,YES
483,1309,187,10,200,2017-07-04,04:45:00,YES
484,131,375,10,400,2017-01-08,05:58:00,YES
485,687,90,8,320,2017-03-05,12:00:00,YES
486,1317,727,5,125,2017-03-22,04:03:00,YES
487,209,139,4,200,2017-05-08,02:58:00,YES
488,630,542,3,120,2017-03-02,17:23:00,YES
489,1097,256,2,40,2017-07-16,14:00:00,YES
490,329,527,3,90,2017-04-27,14:46:00,YES
491,1118,437,1,35,2017-05-02,07:32:00,YES
492,946,395,9,270,2017-02-28,14:52:00,YES
493,315,54,6,210,2017-01-11,04:07:00,YES
494,1964,614,5,250,2017-07-21,18:57:00,YES
495,1838,731,2,40,2017-07-21,10:57:00,YES
496,1804,756,3,150,2017-01-09,01:26:00,YES
497,475,223,4,80,2017-02-27,03:35:00,YES
498,545,42,2,100,2017-03-26,12:44:00,YES
499,684,511,3,60,2017-06-22,21:01:00,YES
500,1190,78,1,30,2017-07-21,14:16:00,YES
501,856,289,4,80,2017-06-05,18:18:00,YES
502,1326,277,7,140,2017-02-04,03:31:00,YES
503,314,586,10,450,2017-07-20,17:43:00,YES
504,959,241,8,280,2017-05-25,20:09:00,YES
505,895,12,3,105,2017-04-07,02:11:00,YES
506,701,868,5,125,2017-03-26,18:42:00,YES
507,1096,157,7,140,2017-07-19,20:34:00,YES
508,1159,350,6,300,2017-06-30,15:33:00,YES
509,1081,64,10,250,2017-02-14,14:36:00,YES
510,1524,33,4,140,2017-06-20,04:16:00,YES
511,748,645,7,210,2017-02-23,21:34:00,YES
512,182,331,9,360,2017-04-14,20:38:00,YES
513,1325,317,1,35,2017-07-04,19:33:00,YES
514,528,347,6,150,2017-05-23,17:29:00,YES
515,1933,619,9,180,2017-07-07,21:21:00,YES
516,1506,834,6,180,2017-02-25,08:32:00,YES
517,1280,669,3,60,2017-07-11,11:43:00,YES
518,243,853,8,280,2017-04-25,13:23:00,YES
519,1871,711,1,45,2017-06-04,18:21:00,YES
520,598,583,5,200,2017-01-19,18:20:00,YES
521,1326,20,2,40,2017-04-19,19:38:00,YES
522,512,70,5,150,2017-03-02,13:34:00,YES
523,776,292,6,150,2017-06-02,02:52:00,YES
524,70,378,6,210,2017-06-18,13:10:00,YES
525,499,574,10,350,2017-07-30,01:05:00,YES
526,257,753,2,50,2017-01-21,22:01:00,YES
